Date,Open,High,Low,Close,Volume
2023-12-28,957.62,964.98,947.57,948.8,1671605
2023-12-29,948.99,955.4,944.51,944.51,4929294
2024-01-01,944.87,954.8,938.68,938.68,4803229
2024-01-02,939.64,944.38,933.92,944.38,3741140
2024-01-03,945.98,954.61,936.91,936.91,4016477
2024-01-04,940.31,948.5,936.11,936.11,2247400
2024-01-05,939.48,942.06,932.59,935.76,2116497
2024-01-08,939.69,948.98,927.19,927.55,5809952
2024-01-09,928.67,933.27,918.01,933.27,5149569
2024-01-10,934.94,938.44,926.55,933.95,5657609
2024-01-11,934.37,941.55,924.83,937.05,2479047
2024-01-12,936.92,940.71,935.58,938.91,4523495
2024-01-15,941.22,944.02,937.72,937.72,1659318
2024-01-16,934.38,941.11,926.95,926.95,1401582
2024-01-17,930.62,931.49,919.97,931.49,4342701
2024-01-18,931.94,940.9,922.73,940.9,3032260
2024-01-19,944.4,950.65,939.25,950.65,1805877
2024-01-22,948.63,953.36,944.51,953.36,707981
2024-01-23,956.57,960.66,950.72,950.72,5193438
2024-01-24,948.91,956.67,942.44,956.67,5773274
2024-01-25,952.77,966.05,949.07,963.14,700099
2024-01-26,963.71,971.29,961.9,961.9,5877562
2024-01-29,959.62,964.52,958.36,961.39,5953819
2024-01-30,960.7,971.26,958.08,969.13,727862
2024-01-31,968.67,973.06,959.44,966.42,4237668
2024-02-01,966.87,972.42,959.91,959.91,3671292
2024-02-02,958.66,964.4,956.71,964.4,5598289
2024-02-05,965.15,966.72,963.45,963.45,2227639
2024-02-06,961.34,969.25,954.52,955.13,1721984
2024-02-07,952.01,959.37,947.48,947.48,4118199
2024-02-08,945.45,953.07,937.09,952.32,780594
2024-02-09,954.95,958.99,943.83,943.83,4448019
2024-02-12,939.94,951.41,938.09,949.91,2246823
2024-02-13,948.72,954.96,948.11,954.96,4263487
2024-02-14,958.69,960.56,949.98,960.56,3776143
2024-02-15,961.87,966.07,958.33,958.33,3668769
2024-02-16,954.47,966.35,945.71,947.65,3413139
2024-02-19,944.27,951.26,939.6,939.6,5578133
2024-02-20,941.52,949.0,930.27,934.07,2937435
2024-02-21,937.6,945.51,929.9,940.03,905592
2024-02-22,937.7,942.49,932.63,942.49,1177785
2024-02-23,939.46,949.79,937.35,937.35,5320635
2024-02-26,939.02,948.91,936.79,945.44,4364243
2024-02-27,945.34,951.08,944.83,944.83,1950286
2024-02-28,942.05,949.01,937.78,945.12,3097396
2024-02-29,944.06,946.58,943.07,943.07,4883910
2024-03-01,939.11,948.72,933.06,945.47,4122001
2024-03-04,943.17,949.24,934.28,945.17,4207722
2024-03-05,948.46,952.83,937.25,952.83,2054267
2024-03-06,951.74,956.27,944.38,956.27,4066015
2024-03-07,957.67,958.55,949.92,955.92,5600056
2024-03-08,952.76,962.87,949.84,949.84,1283925
2024-03-11,950.0,958.57,942.72,942.95,1423096
2024-03-12,942.89,952.01,940.56,940.56,3317486
2024-03-13,936.86,943.76,934.11,943.76,2881181
2024-03-14,942.76,947.95,938.88,938.88,4156557
2024-03-15,941.89,942.88,932.09,942.88,3840051
2024-03-18,946.06,955.5,938.79,953.27,4456313
2024-03-19,956.17,961.45,946.27,950.93,2916543
2024-03-20,946.96,956.45,944.59,946.38,2272122
2024-03-21,948.97,952.19,942.81,948.56,2233508
2024-03-22,947.35,952.67,941.87,946.25,4751151
2024-03-25,949.3,957.09,944.57,944.57,2050198
2024-03-26,945.13,951.16,937.65,937.65,4477050
2024-03-27,940.94,944.04,928.73,928.73,1172175
2024-03-28,930.35,939.8,919.27,939.03,2986694
2024-03-29,939.1,946.25,930.1,930.1,1406727
2024-04-01,933.36,943.06,928.58,936.26,3587300
2024-04-02,936.58,940.68,928.84,938.68,2848282
2024-04-03,941.82,947.11,933.09,939.2,3501683
2024-04-04,941.93,946.17,931.5,933.97,5435845
2024-04-05,932.61,936.25,930.27,930.8,5498659
2024-04-08,931.22,939.81,921.5,938.44,5560571
2024-04-09,938.77,945.54,933.98,942.22,1005457
2024-04-10,944.92,947.84,933.1,947.84,4282532
2024-04-11,948.47,956.88,939.69,950.1,3146587
2024-04-12,953.06,957.75,945.38,949.41,4847907
2024-04-15,946.0,953.83,936.4,938.18,3877582
2024-04-16,941.28,950.58,933.24,933.24,5446714
2024-04-17,932.31,941.11,929.84,941.11,4019026
2024-04-18,940.15,948.13,938.75,939.09,3433276
2024-04-19,941.74,947.88,932.68,934.13,2137845
